system:index,date,.geo
775,2023-12-03,"{""type"":""MultiPoint"",""coordinates"":[]}"
776,2023-12-12,"{""type"":""MultiPoint"",""coordinates"":[]}"
777,2024-01-13,"{""type"":""MultiPoint"",""coordinates"":[]}"
778,2024-01-29,"{""type"":""MultiPoint"",""coordinates"":[]}"
779,2024-02-14,"{""type"":""MultiPoint"",""coordinates"":[]}"
780,2024-02-21,"{""type"":""MultiPoint"",""coordinates"":[]}"
781,2024-03-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
782,2024-03-08,"{""type"":""MultiPoint"",""coordinates"":[]}"
783,2024-03-08,"{""type"":""MultiPoint"",""coordinates"":[]}"
784,2024-03-17,"{""type"":""MultiPoint"",""coordinates"":[]}"
785,2024-04-02,"{""type"":""MultiPoint"",""coordinates"":[]}"
786,2024-04-18,"{""type"":""MultiPoint"",""coordinates"":[]}"
787,2024-04-25,"{""type"":""MultiPoint"",""coordinates"":[]}"
788,2024-04-25,"{""type"":""MultiPoint"",""coordinates"":[]}"
789,2024-05-04,"{""type"":""MultiPoint"",""coordinates"":[]}"
790,2024-05-11,"{""type"":""MultiPoint"",""coordinates"":[]}"
791,2024-05-11,"{""type"":""MultiPoint"",""coordinates"":[]}"
792,2024-05-27,"{""type"":""MultiPoint"",""coordinates"":[]}"
793,2024-07-07,"{""type"":""MultiPoint"",""coordinates"":[]}"
794,2024-08-08,"{""type"":""MultiPoint"",""coordinates"":[]}"
795,2024-08-24,"{""type"":""MultiPoint"",""coordinates"":[]}"
796,2024-08-31,"{""type"":""MultiPoint"",""coordinates"":[]}"
797,2024-08-31,"{""type"":""MultiPoint"",""coordinates"":[]}"
798,2024-09-25,"{""type"":""MultiPoint"",""coordinates"":[]}"
799,2024-10-02,"{""type"":""MultiPoint"",""coordinates"":[]}"
800,2024-10-02,"{""type"":""MultiPoint"",""coordinates"":[]}"
801,2024-10-11,"{""type"":""MultiPoint"",""coordinates"":[]}"
802,2024-10-27,"{""type"":""MultiPoint"",""coordinates"":[]}"
803,2024-11-03,"{""type"":""MultiPoint"",""coordinates"":[]}"
804,2024-11-12,"{""type"":""MultiPoint"",""coordinates"":[]}"
805,2024-11-28,"{""type"":""MultiPoint"",""coordinates"":[]}"
806,2024-12-05,"{""type"":""MultiPoint"",""coordinates"":[]}"
807,2024-12-14,"{""type"":""MultiPoint"",""coordinates"":[]}"
808,2024-12-21,"{""type"":""MultiPoint"",""coordinates"":[]}"
809,2024-12-30,"{""type"":""MultiPoint"",""coordinates"":[]}"
810,2025-01-31,"{""type"":""MultiPoint"",""coordinates"":[]}"
811,2025-02-16,"{""type"":""MultiPoint"",""coordinates"":[]}"
812,2025-03-04,"{""type"":""MultiPoint"",""coordinates"":[]}"
813,2025-03-27,"{""type"":""MultiPoint"",""coordinates"":[]}"
814,2025-04-05,"{""type"":""MultiPoint"",""coordinates"":[]}"
815,2025-04-12,"{""type"":""MultiPoint"",""coordinates"":[]}"
816,2025-04-12,"{""type"":""MultiPoint"",""coordinates"":[]}"
817,2025-04-21,"{""type"":""MultiPoint"",""coordinates"":[]}"
